order,mode_key,mode,file,agent,timestep,tokens,model
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,120,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,94,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,154,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,99,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,114,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,91,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,173,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,108,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,116,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,8,91,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,71,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,67,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,198,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,124,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,174,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,112,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,120,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,139,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,142,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,13,201,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,148,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,131,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,145,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,124,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,101,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,149,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,106,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,136,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,190,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,243,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,134,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,133,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,223,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,138,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,352,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,655,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,117,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,99,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,103,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,98,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,224,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,219,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,111,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,136,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,207,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,109,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,102,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,110,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,117,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,158,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,142,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,109,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,147,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,124,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,155,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,173,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,147,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,194,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,170,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,163,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,149,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,165,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,179,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,195,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,143,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,198,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,13,253,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,13,205,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,108,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,78,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,97,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,137,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,91,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,104,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,99,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,95,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,95,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,124,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,128,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,99,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,123,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,205,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,134,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,111,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,151,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,6,130,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,109,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,103,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,166,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,110,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,105,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,87,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,116,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,156,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,98,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,138,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,129,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,119,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,141,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,98,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,144,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,161,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,166,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,152,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,111,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,138,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,183,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,140,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,90,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,96,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,70,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,85,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,55,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,10,140,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,10,189,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,178,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,176,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,134,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,126,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,161,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,118,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,71,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,130,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,151,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,135,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,99,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,216,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,115,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,130,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,84,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,135,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,167,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,95,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,89,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,122,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,151,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,117,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,118,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,95,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,115,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,106,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,105,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,173,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,98,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,115,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,125,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,116,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,96,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,159,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,146,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,142,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,175,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,118,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,160,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,104,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,73,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,109,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,138,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,164,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,142,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,121,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,127,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,151,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,148,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,114,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,154,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,202,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,113,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,200,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,154,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,126,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,222,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,131,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,83,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,152,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,102,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,128,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,134,gpt-3.5-turbo-0125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,234,gpt-3.5-turbo-0125
