order,mode_key,mode,file,agent,timestep,tokens
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,174
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,112
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,120
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,139
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,12,142
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Chef,13,201
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,148
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,131
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,145
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,124
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,101
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,149
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,106
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,136
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,190
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,243
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,5,134
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,133
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,223
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,138
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,352
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,655
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,6,117
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,99
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,103
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,224
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,219
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,111
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,136
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,207
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,109
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,102
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,110
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,117
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,158
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,142
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,109
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,147
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,124
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,155
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,8,173
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,147
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,194
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,170
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,163
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,149
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,165
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,179
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,195
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,143
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,12,198
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,13,253
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-50-32_boiled_egg.json,Assistant,13,205
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,108
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,78
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,97
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,137
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,91
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,104
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,99
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,95
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,95
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,124
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,128
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,99
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,123
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,205
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,134
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,111
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,5,151
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,6,130
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,109
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,103
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,166
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,7,110
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,105
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,87
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,116
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,156
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,138
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,129
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,119
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,141
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,144
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,161
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,166
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,152
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,111
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,138
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,183
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,8,140
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,90
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,96
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,70
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,85
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,9,55
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,10,140
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,10,189
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,178
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,176
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,134
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,126
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,161
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,118
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,71
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,130
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,151
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,135
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,99
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,216
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,115
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,130
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,84
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,11,135
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,167
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,95
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,89
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,122
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,151
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,117
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,118
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,95
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,115
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,106
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,105
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,173
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,115
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,116
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,96
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,159
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,146
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,142
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,175
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,118
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,160
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,104
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,73
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,109
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,138
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,12,164
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,142
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,127
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,151
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,148
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,114
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,154
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,202
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,113
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,200
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,154
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,126
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,222
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,131
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,83
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,152
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,102
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,128
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,129
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,134
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,234
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,168
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,183
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,183
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,123
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,96
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,134
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,104
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,174
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,153
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,97
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,104
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,113
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,172
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,139
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,132
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,121
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,159
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,108
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,98
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,143
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,127
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,130
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,128
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,141
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,167
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,149
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,180
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,106
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,148
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,153
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,101
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,83
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,90
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,125
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,145
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,103
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,122
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,166
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,153
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,173
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,177
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,133
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,97
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,140
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,74
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,0
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Chef,13,0
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,124
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,130
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,163
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,90
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,183
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,141
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,154
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,135
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,99
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,131
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,116
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,136
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,173
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,136
boiled_egg,baseline,Free-form,experiment_2025-11-06_03-57-03_boiled_egg.json,Assistant,5,142
